country_code,state_code,region,city,Political_Region
GBR,Unknown,Unknown,Unknown,Western Europe
USA,IL,Chicago,Chicago,USA - Midwest
MYS,12,Kuala Lumpur,Petaling Jaya,Southeast Asia
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,F8,London,Ware,Western Europe
USA,NY,New York City,New City,USA - Northeast
USA,MA,Boston,Allston,USA - Northeast
USA,CA,SF Bay Area,Cupertino,USA - West
USA,FL,Orlando,Orlando,USA - South
USA,NC,Unknown,Unknown,USA - South
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,C5,Chester,Chester,Western Europe
USA,NJ,Newark,Montvale,USA - Northeast
USA,TX,Houston,Houston,USA - South
CHL,12,Santiago,Santiago,South America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,GA,Atlanta,Alpharetta,USA - South
IND,10,Haryana,Haryana,South Asia
NZL,E7,Auckland,Auckland,Oceania
USA,UT,Salt Lake City,Draper,USA - West
USA,CA,SF Bay Area,San Mateo,USA - West
USA,PA,Philadelphia,Philadelphia,USA - Northeast
IRL,16,Limerick,Limerick,Western Europe
USA,UT,Salt Lake City,Sandy,USA - West
USA,MA,Boston,Boston,USA - Northeast
CHN,Unknown,Unknown,Unknown,East Asia
CAN,NS,Halifax,Halifax,North America
DNK,21,DNK - Other,Stenstrup,Northern Europe
IND,16,Mumbai,Mumbai,South Asia
USA,GA,Atlanta,Atlanta,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,New York,USA - Northeast
GBR,H9,London,London,Western Europe
USA,NJ,Newark,Chatham,USA - Northeast
USA,CA,SF Bay Area,Mountain View,USA - West
USA,MA,Boston,Boston,USA - Northeast
USA,TX,Dallas,Dallas,USA - South
USA,CA,SF Bay Area,Redwood City,USA - West
USA,CA,San Diego,San Diego,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,23,Shanghai,Shanghai,East Asia
CAN,BC,Kelowna,Kelowna,North America
USA,CA,SF Bay Area,Mountain View,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
TUR,34,Istanbul,Istanbul,Middle East
GBR,C3,London,Cambridge,Western Europe
POL,78,Warsaw,Warsaw,Eastern Europe
FRA,A8,Paris,Paris,Western Europe
USA,IL,Chicago,Riverside,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,22,Beijing,Beijing,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Austin,Austin,USA - South
USA,CA,San Diego,San Diego,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,QC,Montreal,Montréal,North America
USA,OH,"Columbus, Ohio",Columbus,USA - Midwest
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Mountain View,USA - West
CHN,23,Shanghai,Shanghai,East Asia
USA,MA,Boston,Brookline,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
IND,19,Bangalore,Bangalore,South Asia
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
BGR,42,Sofia,Sofia,Western Europe
USA,CA,Santa Barbara,Santa Barbara,USA - West
AUS,2,Sydney,Sydney,Oceania
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,Unknown,Unknown,Unknown,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,OH,Akron - Canton,Fairlawn,USA - Midwest
FRA,B8,Aix-en-provence,Aix-en-provence,Western Europe
USA,CA,Anaheim,Irvine,USA - West
USA,AL,Huntsville,Huntsville,USA - South
USA,PA,Philadelphia,West Chester,USA - Northeast
USA,CO,Denver,Boulder,USA - West
ESP,56,Barcelona,Barcelona,Southern Europe
USA,CA,SF Bay Area,Oakland,USA - West
USA,MA,Boston,Dedham,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,IL,Chicago,Chicago,USA - Midwest
USA,CA,"Orange County, California",Mission Viejo,USA - West
CAN,ON,Ottawa,Ottawa,North America
CHE,25,Zurich,Zürich,Western Europe
USA,MA,Boston,Burlington,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
USA,NC,Charlotte,Charlotte,USA - South
USA,NY,New York City,New York,USA - Northeast
RUS,48,Moscow,Moscow,Eastern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
ISR,5,ISR - Other,Bene Beraq,Middle East
ARE,3,Dubai,Dubai,Middle East
USA,NC,Raleigh,Durham,USA - South
USA,CA,SF Bay Area,South San Francisco,USA - West
USA,MN,Minneapolis,Saint Paul,USA - Midwest
USA,TN,Nashville,Nashville,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Redwood City,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CA,Los Angeles,Santa Monica,USA - West
USA,NC,Charlotte,Charlotte,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,UT,Salt Lake City,Pleasant Grove,USA - West
CAN,BC,Vancouver,Vancouver,North America
USA,VA,"Washington, D.C.",Sterling,USA - South
USA,NJ,Newark,Secaucus,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,FL,Miami,Miami,USA - South
USA,CA,Anaheim,Newport Beach,USA - West
USA,CA,SF Bay Area,San Rafael,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
MEX,9,Mexico City,Mexico City,Latin America
ESP,56,Terrassa,Terrassa,Southern Europe
AUS,7,Melbourne,Melbourne,Oceania
USA,CA,SF Bay Area,San Leandro,USA - West
USA,UT,Salt Lake City,Orem,USA - West
GBR,T6,GBR - Other,Turriff,Western Europe
DNK,18,Aarhus,Aarhus,Northern Europe
USA,SC,Greenville - Spartanburg,Spartanburg,USA - South
CHN,22,Beijing,Beijing,East Asia
USA,MI,Detroit,Ann Arbor,USA - Midwest
USA,CA,SF Bay Area,Pleasanton,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
USA,WA,Seattle,Seattle,USA - West
USA,AZ,Phoenix,Tempe,USA - West
USA,CA,Los Angeles,Venice,USA - West
DEU,2,DEU - Other,Eßlingen,Western Europe
USA,NJ,Newark,Millburn,USA - Northeast
FRA,B9,Lyon,Lyon,Western Europe
SGP,Unknown,Singapore,Singapore,Southeast Asia
CHN,30,Zhuhai,Zhuhai,East Asia
CAN,BC,Vancouver,Vancouver,North America
BEL,3,Brussels,Gosselies,Western Europe
USA,MN,Minneapolis,Minneapolis,USA - Midwest
GBR,H9,London,London,Western Europe
USA,TX,Dallas,Dallas,USA - South
USA,UT,Salt Lake City,South Jordan,USA - West
IDN,4,Jakarta,Jakarta,Southeast Asia
USA,KS,Kansas City,Olathe,USA - Midwest
IND,10,New Delhi,Gurgaon,South Asia
CHN,22,Beijing,Beijing,East Asia
USA,OH,Cincinnati,Cincinnati,USA - Midwest
USA,GA,Atlanta,Atlanta,USA - South
IND,Unknown,Unknown,Unknown,South Asia
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
CHL,12,Santiago,Santiago,South America
USA,NV,Las Vegas,Las Vegas,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
DEU,2,DEU - Other,Lindau,Western Europe
USA,CT,Hartford,Wallingford,USA - Northeast
IND,7,New Delhi,New Delhi,South Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,OR,Eugene,Bend,USA - West
USA,NY,Buffalo,Buffalo,USA - Northeast
USA,MA,Boston,Lowell,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,San Antonio,San Antonio,USA - South
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,MA,Boston,Cambridge,USA - Northeast
USA,MA,Boston,Boston,USA - Northeast
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
SWE,16,Linkoping,Linköping,Northern Europe
FIN,13,Helsinki,Helsinki,Northern Europe
RUS,48,Moscow,Moscow,Eastern Europe
CHE,23,Lausanne,Lausanne,Western Europe
GBR,H9,London,London,Western Europe
USA,CT,Hartford,Glastonbury,USA - Northeast
USA,AR,Little Rock,Hope,USA - South
KOR,11,Seoul,Seoul,East Asia
EST,1,Tallinn,Tallinn,Northern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Los Angeles,USA - West
USA,CA,Los Angeles,Santa Monica,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
GBR,H9,London,London,Western Europe
USA,TX,Houston,Houston,USA - South
USA,MA,Boston,Burlington,USA - Northeast
USA,NY,NY - Other,Madison,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
SGP,Unknown,Singapore,Singapore,Southeast Asia
CHN,22,Beijing,Beijing,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,San Diego,Oceanside,USA - West
USA,MI,Grand Rapids,Grand Rapids,USA - Midwest
USA,GA,Atlanta,Atlanta,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,CO,Denver,Aurora,USA - West
USA,IL,"Springfield, Illinois",Champaign,USA - Midwest
GBR,C9,GBR - Other,Wales,Western Europe
CHN,22,Beijing,Beijing,East Asia
USA,CA,SF Bay Area,Cupertino,USA - West
JPN,24,JPN - Other,Kahoku,East Asia
GBR,H9,London,London,Western Europe
ISR,2,Netanya,Netanya,Middle East
ESP,56,Barcelona,Barcelona,Southern Europe
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,BC,Vancouver,Vancouver,North America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Miami,Miami,USA - South
USA,CT,Hartford,Monroe,USA - Northeast
USA,OK,Tulsa,Tulsa,USA - South
USA,OR,"Portland, Oregon",Portland,USA - West
ARG,7,Buenos Aires,Buenos Aires,South America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,IN,Louisville,Evansville,USA - Midwest
USA,MA,Boston,Burlington,USA - Northeast
USA,CA,San Diego,San Diego,USA - West
ISR,5,Tel Aviv,Tel Aviv-yafo,Middle East
GBR,H9,London,London,Western Europe
DEU,7,DEU - Other,England,Western Europe
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
POL,78,Warsaw,Warszawa,Eastern Europe
DEU,5,Frankfurt,Wiesbaden,Western Europe
USA,CA,Los Angeles,Culver City,USA - West
RUS,48,Moscow,Moscow,Eastern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TN,Nashville,Nashville,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,IL,Chicago,Evanston,USA - Midwest
USA,CA,Fresno,Visalia,USA - West
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,CA,Los Angeles,El Segundo,USA - West
PRT,22,PRT - Other,Viseu,Southern Europe
USA,SC,Greenville - Spartanburg,Easley,USA - South
PRT,Unknown,Unknown,Unknown,Southern Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,ID,ID - Other,Coeur D'alene,USA - West
IND,33,Goa,Goa,South Asia
LVA,Unknown,Unknown,Unknown,Northern Europe
JPN,40,Tokyo,Tokyo,East Asia
CHN,22,Beijing,Beijing,East Asia
USA,CA,SF Bay Area,Mountain View,USA - West
BEL,5,BEL - Other,Lommel,Western Europe
GBR,B7,Bristol,Bristol,Western Europe
USA,CA,San Diego,San Diego,USA - West
IND,19,Bangalore,Bangalore,South Asia
USA,CA,SF Bay Area,San Francisco,USA - West
CAN,ON,Toronto,Toronto,North America
USA,OH,Cleveland,Cleveland,USA - Midwest
BRA,18,Curitiba,Curitiba,Latin America
USA,WA,Seattle,Seattle,USA - West
USA,GA,Macon,Macon,USA - South
IDN,4,Jakarta,Jakarta,Southeast Asia
BEL,12,Brussels,Diegem,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MA,Boston,Lexington,USA - Northeast
CAN,ON,Toronto,Toronto,North America
RUS,48,Moscow,Moscow,Eastern Europe
USA,NY,New York City,New York,USA - Northeast
FRA,A8,Paris,Paris,Western Europe
USA,UT,Salt Lake City,Salt Lake City,USA - West
CAN,ON,Toronto,Hamilton,North America
USA,OH,Cleveland,Westlake,USA - Midwest
GBR,H9,London,London,Western Europe
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,CA,SF Bay Area,Oakland,USA - West
USA,OH,Cleveland,Elyria,USA - Midwest
USA,CA,Los Angeles,Marina Del Rey,USA - West
GBR,H2,Preston,Preston,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
IND,7,New Delhi,New Delhi,South Asia
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,ON,Toronto,Cambridge,North America
USA,TN,Chattanooga,Dayton,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NC,Raleigh,Durham,USA - South
GBR,H9,London,London,Western Europe
IRL,7,IRL - Other,Ballsbridge,Western Europe
DEU,2,Munich,Munich,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CA,Ontario - Inland Empire,Temecula,USA - West
BRA,2,Sao Paulo,São Paulo,Latin America
USA,CA,Anaheim,Irvine,USA - West
USA,CA,SF Bay Area,Santa Clara,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,GA,Atlanta,Douglasville,USA - South
USA,MA,Boston,Littleton,USA - Northeast
USA,NY,Unknown,Unknown,USA - Northeast
CHN,30,Shenzhen,Shenzhen,East Asia
USA,NY,New York City,New York,USA - Northeast
USA,OH,Dayton,Fairborn,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MI,Detroit,Rochester Hills,USA - Midwest
USA,NJ,Newark,Princeton,USA - Northeast
USA,CA,Santa Barbara,Goleta,USA - West
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,MN,Minneapolis,Minneapolis,USA - Midwest
USA,OH,Cleveland,Lakewood,USA - Midwest
USA,OH,Cincinnati,Cincinnati,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MN,Minneapolis,Blaine,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
USA,DC,"Washington, D.C.",Washington,USA - South
DEU,2,Munich,Munich,Western Europe
USA,CA,SF Bay Area,Los Gatos,USA - West
USA,NY,New York City,Mamaroneck,USA - Northeast
USA,CA,SF Bay Area,San Mateo,USA - West
RUS,48,Moscow,Moscow,Eastern Europe
USA,NY,New York City,New York,USA - Northeast
USA,FL,Ft. Lauderdale,Pompano Beach,USA - South
USA,FL,Jacksonville,Jacksonville,USA - South
GBR,H9,London,London,Western Europe
GBR,L9,Sheffield,Sheffield,Western Europe
GBR,H9,London,London,Western Europe
ISR,2,Tel Aviv,Petah Tiqva,Middle East
USA,NY,Long Island,East Setauket,USA - Northeast
USA,CA,SF Bay Area,Fremont,USA - West
RUS,48,Moscow,Moscow,Eastern Europe
USA,MO,St. Louis,Saint Louis,USA - Midwest
USA,FL,Ft. Lauderdale,Fort Lauderdale,USA - South
KOR,12,Incheon,Incheon,East Asia
USA,IL,Chicago,Chicago,USA - Midwest
USA,NY,New York City,New York,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
CHN,23,Shanghai,Shanghai,East Asia
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,QC,Montreal,Montréal,North America
USA,MD,"Washington, D.C.",Gaithersburg,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
ITA,9,Brescia,Brescia,Southern Europe
USA,IN,Louisville,Evansville,USA - Midwest
USA,NY,New York City,New York,USA - Northeast
CHN,23,Shanghai,Shanghai,East Asia
USA,CA,Los Angeles,Hawthorne,USA - West
USA,MS,Jackson,Madison,USA - South
USA,NY,New York City,New York,USA - Northeast
ITA,9,Milan,Milano,Southern Europe
GBR,H9,London,London,Western Europe
NGA,29,NGA - Other,Kano,West Africa
USA,CA,SF Bay Area,San Francisco,USA - West
USA,IL,Chicago,Chicago,USA - Midwest
USA,MA,Boston,Cambridge,USA - Northeast
USA,CA,SF Bay Area,Oakland,USA - West
USA,MI,MI - Other,Ottawa Lake,USA - Midwest
IND,13,Trivandrum,Trivandrum,South Asia
JPN,40,Tokyo,Tokyo,East Asia
GBR,H9,London,London,Western Europe
USA,NE,Omaha,Omaha,USA - Midwest
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
CHL,12,Santiago,Las Condes,South America
USA,IL,Chicago,River Forest,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
USA,UT,Salt Lake City,Provo,USA - West
CHN,22,Beijing,Beijing,East Asia
USA,NC,Raleigh,Tarboro,USA - South
USA,IL,Chicago,Chicago,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Jose,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,"Rochester, New York",Rochester,USA - Northeast
USA,CA,SF Bay Area,Pleasanton,USA - West
USA,MA,Boston,Natick,USA - Northeast
MEX,9,Mexico City,Mexico City,Latin America
USA,CA,San Diego,Encinitas,USA - West
USA,NY,Buffalo,Buffalo,USA - Northeast
ESP,56,Girona,Girona,Southern Europe
USA,CT,Hartford,Norwalk,USA - Northeast
USA,CO,Denver,Denver,USA - West
USA,PA,Philadelphia,Philadelphia,USA - Northeast
CAN,ON,Toronto,Toronto,North America
USA,MD,Baltimore,Baltimore,USA - South
USA,CO,Denver,Denver,USA - West
KEN,1,KEN - Other,Murang'a,East Africa
ITA,12,Turin,Torino,Southern Europe
USA,MA,Boston,Boston,USA - Northeast
USA,CT,Hartford,Hartford,USA - Northeast
USA,MA,Boston,Lexington,USA - Northeast
USA,UT,Salt Lake City,American Fork,USA - West
NLD,7,Amsterdam,Amsterdam,Western Europe
USA,MA,Worcester,Worcester,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Jose,USA - West
USA,UT,Salt Lake City,Bountiful,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
GBR,R3,Belfast,Belfast,Western Europe
USA,OH,"Columbus, Ohio",Columbus,USA - Midwest
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
ESP,56,Barcelona,Barcelona,Southern Europe
USA,FL,Ft. Lauderdale,Fort Lauderdale,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CO,Denver,Longmont,USA - West
USA,CA,SF Bay Area,San Jose,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Sacramento,Rancho Cordova,USA - West
PHL,D9,Manila,Makati,Southeast Asia
KOR,11,Seoul,Seoul,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,GA,Atlanta,Roswell,USA - South
USA,CA,San Diego,Encinitas,USA - West
ISR,2,Netanya,Netanya,Middle East
USA,CO,Denver,Boulder,USA - West
SWE,26,Stockholm,Stockholm,Northern Europe
RUS,48,Moscow,Moscow,Eastern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NJ,NJ - Other,Plainsboro,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
IND,2,Hyderabad,Hyderabad,South Asia
USA,NH,"Manchester, New Hampshire",Concord,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MA,Boston,Boston,USA - Northeast
USA,OR,"Portland, Oregon",Portland,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NE,Omaha,Omaha,USA - Midwest
MEX,14,Mexico City,Guadalajara,Latin America
USA,TX,Houston,Pearland,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
JPN,40,Tokyo,Tokyo,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,GA,Atlanta,Alpharetta,USA - South
IND,10,New Delhi,Gurgaon,South Asia
USA,MA,Boston,Melrose,USA - Northeast
USA,IL,Chicago,Chicago,USA - Midwest
USA,OH,"Columbus, Ohio",Columbus,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
CHE,23,CHE - Other,Renens,Western Europe
USA,IN,IN - Other,Mc Cordsville,USA - Midwest
USA,NC,Raleigh,Raleigh,USA - South
IND,16,Mumbai,Mumbai,South Asia
GBR,H9,London,London,Western Europe
USA,NY,New York City,Brooklyn,USA - Northeast
USA,CA,Ontario - Inland Empire,Yorba Linda,USA - West
USA,NC,Winston-Salem,Winston Salem,USA - South
USA,AR,Fayetteville,Fayetteville,USA - South
USA,WA,Spokane,Spokane,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,30,Shenzhen,Shenzhen,East Asia
USA,CA,SF Bay Area,San Mateo,USA - West
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,MD,Baltimore,Baltimore,USA - South
USA,WA,Seattle,Bellevue,USA - West
USA,CA,CA - Other,Stockton,USA - West
USA,IN,Indianapolis,Indianapolis,USA - Midwest
AUS,7,Melbourne,Melbourne,Oceania
USA,CA,San Diego,San Diego,USA - West
FRA,A8,Paris,Paris,Western Europe
USA,MA,Boston,Burlington,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Santa Monica,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,GA,Atlanta,Atlanta,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
ITA,9,Bergamo,Bergamo,Southern Europe
USA,CA,Los Angeles,Manhattan Beach,USA - West
AUS,2,Sydney,Sydney,Oceania
DEU,8,Frankfurt,Mainz,Western Europe
ARE,3,Dubai,Dubai,Middle East
USA,FL,Tampa,Tampa,USA - South
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,MD,"Washington, D.C.",Rockville,USA - South
USA,MI,Detroit,Detroit,USA - Midwest
USA,CO,Denver,Boulder,USA - West
USA,PA,Allentown,Bethlehem,USA - Northeast
USA,TN,Chattanooga,Chattanooga,USA - South
IND,19,Bangalore,Bangalore,South Asia
USA,NY,New York City,New York,USA - Northeast
ESP,56,Barcelona,Barcelona,Southern Europe
CAN,QC,Quebec City,Quebec,North America
USA,MA,Boston,Boston,USA - Northeast
GBR,H9,London,London,Western Europe
GBR,H9,London,London,Western Europe
SWE,23,SWE - Other,Jämtland,Northern Europe
USA,CA,SF Bay Area,Redwood City,USA - West
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,OR,"Portland, Oregon",Portland,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,NJ,Newark,Newark,USA - Northeast
USA,GA,Atlanta,Atlanta,USA - South
GBR,W9,Livingston,Livingston,Western Europe
USA,WI,Milwaukee,Mequon,USA - Midwest
ARG,7,Buenos Aires,Buenos Aires,South America
USA,UT,Salt Lake City,Orem,USA - West
USA,CO,CO - Other,Berthoud,USA - West
GBR,C3,London,Cambridge,Western Europe
USA,WA,Seattle,Seattle,USA - West
USA,NE,Omaha,Gretna,USA - Midwest
BEL,3,Brussels,Gosselies,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,30,Guangzhou,Guangzhou,East Asia
USA,PA,Philadelphia,Philadelphia,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,NY,New York City,New York,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,Brisbane,USA - West
USA,GA,Atlanta,Atlanta,USA - South
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,Los Gatos,USA - West
USA,OH,"Columbus, Ohio",Columbus,USA - Midwest
USA,TX,Austin,Austin,USA - South
GBR,H9,London,London,Western Europe
USA,CA,San Diego,San Diego,USA - West
CAN,ON,Ottawa,Ottawa,North America
TUR,34,Istanbul,Istanbul,Middle East
